,item_title,category
518,"['pu', 'vinyl', 'leather', 'car', 'seat', 'covers', 'pieces', 'front', 'rear', 'full', 'interior', 'set']",Automotive Tools and Supplies
519,"['pc', 'air', 'auto', 'body', 'sander', 'set', 'da', 'orbital', 'palm', 'high', 'speed', 'straight', 'line']",Automotive Tools and Supplies
520,"['panel', 'bonding', 'adhesive', 'ml', 'cartridge']",Automotive Tools and Supplies
521,"['foxwell', 'nt', 'obd', 'obd', 'engine', 'universal', 'car', 'code', 'reader', 'scanner', 'diagnostic', 'tool']",Automotive Tools and Supplies
522,"['internetsafe', 'vauxhall', 'opel', 'diagnostic', 'tool', 'tech', 'obd', 'diagnostic', 'opcom']",Automotive Tools and Supplies
523,"['bic', 'classic', 'lighter', 'pack', 'assorted', 'colors']",Baby
524,"['giant', 'family', 'tree', 'wall', 'sticker', 'vinyl', 'art', 'home', 'decals', 'room', 'decor', 'mural', 'branch']",Baby
525,"['hot', 'baby', 'kids', 'toy', 'basic', 'learning', 'toddler', 'infant', 'child', 'developmental', 'diy', 'gift']",Baby
526,"['pcs', 'baby', 'kids', 'alphanumeric', 'educational', 'puzzle', 'blocks', 'infant', 'child', 'toy', 'gift']",Baby
527,"['washable', 'baby', 'pocket', 'nappy', 'cloth', 'reusable', 'diaper', 'bamboo', 'charcoal', 'cover', 'wrap']",Baby
528,"['family', 'tree', 'wall', 'decal', 'sticker', 'large', 'vinyl', 'photo', 'picture', 'frame', 'removable', 'black']",Baby
529,"['baby', 'newborn', 'soft', 'fleece', 'blanket', 'pram', 'crib', 'moses', 'basket', 'girl', 'boy', 'unisex', 'month']",Baby
530,"['baby', 'toys', 'music', 'cartoon', 'phone', 'educational', 'developmental', 'kids', 'toy', 'gift', 'new']",Baby
531,"['personalised', 'embroidered', 'baby', 'waffle', 'blanket', 'cmcm', 'colors', 'super', 'soft']",Baby
532,"['wireless', 'network', 'baby', 'monitor', 'security', 'ip', 'camera', 'pp', 'motion', 'wifi', 'ir', 'night', 'vision']",Baby
533,"['personalised', 'baby', 'taggy', 'taggie', 'blanket', 'comforter', 'boy', 'girl', 'gift', 'tag', 'soft', 'pinkblue']",Baby
534,"['personalised', 'baby', 'picture', 'nursery', 'art', 'new', 'baby', 'gift', 'personalised', 'birth', 'details']",Baby
535,"['kids', 'potty', 'training', 'seat', 'with', 'step', 'stool', 'ladder', 'for', 'child', 'toddler', 'toilet', 'chair']",Baby
536,"['cotton', 'quilted', 'duvet', 'pillow', 'piece', 'baby', 'filling', 'set', 'cribcotjunior', 'bed']",Baby
537,"['personalised', 'dummy', 'pacifier', 'soother', 'all', 'teats', 'sizes', 'colours', 'pink', 'crown']",Baby
538,"['intelligence', 'development', 'cloth', 'bed', 'cognize', 'book', 'educational', 'toy', 'for', 'kid', 'baby', 'new']",Baby
539,"['land', 'mummy', 'maternity', 'nappy', 'diaper', 'bag', 'large', 'capacity', 'baby', 'bag', 'travel', 'backpack']",Baby
540,"['diapers', 'inserts', 'adjustable', 'reusable', 'lot', 'baby', 'washable', 'cloth', 'diaper', 'nappies']",Baby
541,"['universal', 'sun', 'rain', 'parasol', 'umbrella', 'baby', 'pram', 'pushchair', 'canopy', 'at', 'babybootik']",Baby
542,"['personalised', 'bow', 'dummy', 'clip', 'any', 'name', 'any', 'colour', 'perfect', 'baby', 'gift', '\x82ù§ôè']",Baby
543,"['personalised', 'embroidered', 'baby', 'fleece', 'blanket', 'for', 'boys', 'girls', 'christening', 'gift']",Baby
544,"['kids', 'letters', 'wall', 'hanging', 'wooden', 'name', 'sign', 'nursery', 'baby', 'unpainted', 'raw', 'mdf']",Baby
545,"['baby', 'kids', 'musical', 'educational', 'animal', 'farm', 'piano', 'developmental', 'music', 'toy', 'gift']",Baby
546,"['personalised', 'luxury', 'baby', 'blanket', 'fluffy', 'soft', 'embroidered', 'gift', 'boys', 'girls']",Baby
547,"['pcs', 'butterfly', 'sticker', 'art', 'design', 'decal', 'wall', 'decals', 'kids', 'home', 'decor', 'magnet']",Baby
548,"['personalised', 'baby', 'dummy', 'soother', 'wooden', 'clip', 'holder', 'strap', 'shower', 'christening', 'gift']",Baby
549,"['lequeen', 'mummy', 'maternity', 'nappy', 'diaper', 'bag', 'large', 'capacity', 'baby', 'bag', 'travel', 'backpack']",Baby
550,"['personalised', 'wooden', 'dummy', 'clip', 'glitter', 'crown', 'chain', 'strap', 'baby', 'present']",Baby
551,"['personalised', 'embroidered', 'name', 'baby', 'fleece', 'blanket', 'girl', 'boy', 'new', 'gift', 'christening']",Baby
552,"['family', 'picture', 'photo', 'frame', 'tree', 'wall', 'quote', 'art', 'stickers', 'vinyl', 'decals', 'home', 'decor']",Baby
553,"['baby', 'boys', 'piece', 'christening', 'outfit', 'christening', 'suit', 'white', 'check']",Baby
554,"['giant', 'family', 'tree', 'wall', 'sticker', 'vinyl', 'art', 'home', 'decals', 'room', 'decor', 'mural', 'branch']",Baby
555,"['newborn', 'baby', 'girl', 'boy', 'crochet', 'knit', 'costume', 'photo', 'photography', 'prop', 'hats', 'outfits']",Baby
556,"['baby', 'kids', 'musical', 'educational', 'animal', 'farm', 'piano', 'developmental', 'music', 'toy', 'gift']",Baby
557,"['super', 'soft', 'air', 'drying', 'clay', 'baby', 'handprint', 'footprintimprint', 'kit', 'castingunisex']",Baby
558,"['pcs', 'infant', 'kids', 'baby', 'unisex', 'feeding', 'saliva', 'towel', 'dribble', 'triangle', 'bandana', 'bibs']",Baby
559,"['animal', 'handbells', 'musical', 'developmental', 'toy', 'bed', 'bells', 'kids', 'baby', 'soft', 'toys', 'rattle']",Baby
560,"['butterfly', 'flowers', 'custom', 'personalised', 'name', 'wall', 'stickers', 'kid', 'girls', 'nursery', 'decor']",Baby
561,"['winnie', 'the', 'pooh', 'wall', 'sticker', 'vinyl', 'decal', 'decor', 'removable', 'nursery', 'kids', 'art', 'baby']",Baby
562,"['newborn', 'baby', 'carrier', 'sling', 'wrap', 'backpack', 'front', 'back', 'chest', 'ergonomic', 'position']",Baby
563,"['pcs', 'size', 'stars', 'removable', 'wall', 'sticker', 'kids', 'baby', 'room', 'decor', 'art', 'mural', 'decal']",Baby
564,"['baby', 'carrier', 'backpack', 'front', 'and', 'back', 'ergonomic', 'soft', 'structured', 'sling', 'adjustable']",Baby
565,"['personalised', 'baby', 'fleece', 'embroidered', 'blanket', 'new', 'birth', 'name', 'date', 'gift', 'keepsake']",Baby
566,"['safety', 'st', 'alpha', 'omega', 'elite', 'in', 'baby', 'toddler', 'convertible', 'car', 'seat', 'bromley']",Baby
567,"['maxi', 'dressholiday', 'resort', 'wearsuitable', 'for', 'maternityplus', 'size', 'evening', 'dress']",Baby
568,"['all', 'round', 'cot', 'cot', 'bed', 'bumper', 'sided', 'pads', 'with', 'pattern', 'or', 'plain']",Baby
569,"['pc', 'boys', 'toddler', 'bedding', 'set', 'comfortersheets', 'bed', 'in', 'bag', 'crib', 'decor', 'child', 'room']",Baby
570,"['drawing', 'water', 'pen', 'painting', 'writing', 'magic', 'doodle', 'mat', 'board', 'kid', 'boy', 'girl', 'toy']",Baby
571,"['pick', 'wet', 'dry', 'bag', 'baby', 'cloth', 'diaper', 'nappy', 'bag', 'reusable', 'with', 'two', 'zipper', 'pockets']",Baby
572,"['kids', 'baby', 'feeding', 'head', 'scarf', 'towel', 'bib', 'boy', 'girl', 'bandana', 'saliva', 'triangle', 'dribble']",Baby
573,"['pcs', 'unisex', 'mini', 'puzzle', 'kid', 'educational', 'toy', 'alphabet', 'letters', 'numeral', 'foam', 'mat']",Baby
574,"['wood', 'cute', 'fridge', 'magnet', 'alphabet', 'animal', 'number', 'early', 'educational', 'kids', 'baby', 'toy']",Baby
575,"['training', 'toilet', 'seat', 'potty', 'trainer', 'for', 'boys', 'and', 'girls', 'purple']",Baby
576,"['medela', 'pumpinstyle', 'advanced', 'breastpump', 'starter', 'set', 'double', 'feeding', 'baby', 'chop']",Baby
577,"['pcs', 'family', 'finger', 'puppets', 'cloth', 'doll', 'baby', 'educational', 'hand', 'cartoon', 'animal', 'toy']",Baby
578,"['owl', 'hoot', 'star', 'tree', 'wall', 'stickers', 'vinyl', 'decal', 'kids', 'nursery', 'baby', 'room', 'decor', 'art', 'au']",Baby
579,"['personalised', 'baby', 'blanket', 'embroidered', 'luxury', 'bubble', 'feel', 'gift']",Baby
580,"['giant', 'family', 'tree', 'wall', 'sticker', 'vinyl', 'art', 'home', 'decals', 'room', 'decor', 'mural', 'branch']",Baby
581,"['giant', 'family', 'tree', 'wall', 'sticker', 'vinyl', 'art', 'home', 'decals', 'room', 'decor', 'mural', 'branch']",Baby
582,"['giant', 'family', 'tree', 'wall', 'sticker', 'vinyl', 'art', 'home', 'decals', 'room', 'decor', 'mural', 'branch']",Baby
583,"['kids', 'children', 'portable', 'ball', 'pit', 'pool', 'play', 'tent', 'for', 'baby', 'indoor', 'outdoor', 'game', 'toy']",Baby
584,"['pcs', 'infant', 'baby', 'boygirl', 'bibs', 'feeding', 'saliva', 'towel', 'dribble', 'triangle', 'bandana']",Baby
585,"['baby', 'kids', 'musical', 'educational', 'animal', 'farm', 'piano', 'developmental', 'music', 'toy', 'gift']",Baby
586,"['personalised', 'embroidered', 'super', 'soft', 'baby', 'blanket', 'pink', 'cream', 'blue', 'white', 'newborn']",Baby
587,"['wubbanub', 'infant', 'newborn', 'baby', 'soothie', 'pacifier']",Baby
588,"['new', 'night', 'silicone', 'caution', 'light', 'lamp', 'for', 'baby', 'stroller', 'night', 'out', 'safety']",Baby
589,"['newborn', 'baby', 'infant', 'knit', 'crochet', 'swaddle', 'wrap', 'swaddling', 'blanket', 'sleeping', 'bag']",Baby
590,"['custom', 'personalised', 'name', 'birds', 'butterfly', 'branch', 'wall', 'sticker', 'decal', 'nursery', 'decor']",Baby
591,"['removable', 'quote', 'word', 'decals', 'vinyl', 'diy', 'home', 'room', 'decor', 'art', 'wall', 'stickers', 'bedroom']",Baby
592,"['custom', 'personalised', 'name', 'butterflies', 'wall', 'sticker', 'nursery', 'decal', 'art', 'mural', 'decor']",Baby
593,"['baby', 'kids', 'infant', 'animal', 'toddler', 'cartoon', 'saliva', 'towel', 'waterproof', 'lunch', 'bibs']",Baby
594,"['quilted', 'duvet', 'pillow', 'baby', 'filling', 'set', 'for', 'crib', 'cot', 'or', 'junior', 'bed', 'cotton']",Baby
595,"['personalised', 'baby', 'fleece', 'blanket', 'hand', 'or', 'footprints', 'perfect', 'gift', 'lk']",Baby
596,"['maternity', 'polar', 'warm', 'fleece', 'hoodie', 'jumper', 'pullover', 'babywearing', 'baby', 'carriers', 'ii']",Baby
597,"['newborn', 'infant', 'baby', 'boy', 'girl', 'soft', 'fleece', 'bubble', 'blanket', 'comforter', 'wrap', 'pram', 'new']",Baby
598,"['baby', 'safety', 'table', 'desk', 'edge', 'corner', 'cushion', 'guard', 'strip', 'softener', 'bumper', 'protector']",Baby
599,"['pcs', 'plastic', 'children', 'kid', 'puzzle', 'educational', 'building', 'blocks', 'bricks', 'toy', 'animal']",Baby
600,"['large', 'winnie', 'the', 'pooh', 'wall', 'art', 'decal', 'removable', 'nursery', 'kids', 'stickers', 'home', 'decor']",Baby
601,"['ócm', 'blackboard', 'removable', 'vinyl', 'wall', 'sticker', 'chalkboard', 'decal', 'chalk', 'board', 'au']",Baby
602,"['yphone', 'kids', 'children', 'baby', 'toy', 'phone', 'education', 'learning', 'machine', 'smart', 'touch', 'led']",Baby
603,"['pcs', 'family', 'finger', 'puppets', 'cloth', 'doll', 'baby', 'educational', 'hand', 'cartoon', 'animal', 'toy']",Baby
604,"['super', 'cute', 'pink', 'blue', 'prince', 'princess', 'baby', 'embroidered', 'personalised', 'blanket']",Baby
605,"['bebe', 'style', 'comfiplus', 'baby', 'cradling', 'bouncer', 'musical', 'vibration', 'chair', 'seat', 'rocker']",Baby
606,"['alphabets', 'animals', 'wall', 'decal', 'removable', 'stickers', 'kids', 'baby', 'art', 'mural', 'decor', 'au']",Baby
607,"['ushaped', 'full', 'body', 'pillow', 'shaped', 'pregnancy', 'pillow', 'maternity', 'support']",Baby
608,"['fashion', 'new', 'baby', 'crawling', 'knee', 'pads', 'safety', 'antislip', 'walking', 'leg', 'elbow', 'protector']",Baby
609,"['new', 'baby', 'playpen', 'kids', 'panel', 'safety', 'play', 'center', 'yard', 'home', 'indoor', 'outdoor', 'pen']",Baby
610,"['sheet', 'colorful', 'scratch', 'art', 'paper', 'magic', 'painting', 'paper', 'with', 'drawing', 'stick']",Baby
611,"['personalised', 'baby', 'taggy', 'blanket', 'comforter', 'bright', 'soft', 'perfect', 'baby', 'gift']",Baby
612,"['girl', 'tights', 'nifty', 'rich', 'plain', 'kids', 'baby', 'white', 'black', 'pink', 'newborn', 'years', 'all']",Baby
613,"['kids', 'baby', 'wooden', 'learning', 'geometry', 'educational', 'toys', 'puzzle', 'montessori', 'hcxm']",Baby
614,"['personalised', 'baby', 'soft', 'teddy', 'bear', 'comforter', 'blanket', 'with', 'silk', 'tags', 'new', 'born', 'gift']",Baby
615,"['sm', 'custom', 'name', 'wall', 'stickers', 'designs', 'boys', 'girls', 'personalised', 'butterfly', 'star']",Baby
616,"['personalised', 'taggy', 'name', 'dimpled', 'blanket', 'baby', 'soft', 'comforter', 'boy', 'blue', 'girl', 'pink']",Baby
617,"['personalised', 'stunning', 'baby', 'pink', 'dummy', 'clip', 'chain', 'for', 'pramscar', 'seat']",Baby
618,"['childcare', 'pod', 'timber', 'baby', 'high', 'chair', 'feeding', 'wooden', 'highchair']",Baby
619,"['personalised', 'dummy', 'soother', 'pacifier', 'clip', 'holder', 'string', 'chain']",Baby
620,"['children', 'doodle', 'drawing', 'toys', 'painting', 'mat', 'water', 'drawing', 'pen', 'blue']",Baby
621,"['us', 'land', 'mummy', 'backpack', 'diaper', 'bags', 'large', 'multifunctional', 'baby', 'nappy', 'changing', 'bag']",Baby
622,"['foldable', 'twin', 'baby', 'double', 'stroller', 'kids', 'jogger', 'travel', 'infant', 'pushchair', 'gray']",Baby
623,"['lequeen', 'multifunctional', 'baby', 'diaper', 'nappy', 'backpack', 'maternity', 'large', 'capacity', 'bag']",Baby
624,"['crown', 'baby', 'canopy', 'drape', 'mosquito', 'net', 'only', 'large', 'cm', 'for', 'cot', 'cot', 'bed', 'heart']",Baby
625,"['pcs', 'baby', 'boy', 'girls', 'saliva', 'towel', 'bandana', 'bibs', 'dribble', 'triangle', 'kids', 'head', 'scarf']",Baby
626,"['lcd', 'digital', 'noncontact', 'ir', 'infrared', 'thermometer', 'forehead', 'body', 'temperature', 'meter']",Baby
627,"['funny', 'wooden', 'toy', 'gift', 'baby', 'kid', 'children', 'intellectual', 'developmental', 'educational']",Baby
628,"['baby', 'kids', 'toddler', 'newborn', 'blanket', 'swaddle', 'sleeping', 'bag', 'sleepsack', 'stroller', 'wrap']",Baby
629,"['best', 'quality', 'lebogner', 'auto', 'backseat', 'organizer', 'perfect', 'to', 'organizer', 'your', 'car']",Baby
630,"['baby', 'diaper', 'bag', 'maternity', 'women', 'backpack', 'rucksack', 'mummy', 'travel', 'stroller', 'hang', 'bag']",Baby
631,"['baby', 'kids', 'bathroom', 'led', 'light', 'toys', 'color', 'change', 'bathtub', 'shower', 'floating', 'toy', 'gift']",Baby
632,"['personalised', 'prince', 'princess', 'luxury', 'rose', 'fur', 'dimpled', 'fleece', 'baby', 'blanket']",Baby
633,"['crown', 'rose', 'swirl', 'white', 'pink', 'blue', 'boy', 'girl', 'personalised', 'embroidered', 'baby', 'blanket']",Baby
634,"['personalised', 'dummy', 'soother', 'pacifier', 'clip', 'holder', 'string', 'chain']",Baby
635,"['baby', 'one', 'size', 'cloth', 'diaper', 'lot', 'reusable', 'pocket', 'nappy', 'newbornreusablehip', 'snap']",Baby
636,"['peter', 'rabbit', 'personalised', 'baby', 'taggy', 'taggie', 'blanket', 'comforter', 'boy', 'girl', 'gift', 'tag']",Baby
637,"['mimco', 'lucid', 'baby', 'nappy', 'bag', 'black', 'nylon', 'large', 'duffle', 'weekender', 'authentic', 'new']",Baby
638,"['new¬\x86pretty', 'baby', 'diaper', 'nappy', 'bag', 'backpack', 'mummy', 'bag']",Baby
639,"['pcs', 'hexagon', 'silicone', 'teething', 'beads', 'baby', 'jewelry', 'diy', 'chewable', 'necklace', 'teether']",Baby
640,"['multifunctional', 'mommy', 'bag', 'baby', 'diaper', 'mummy', 'changing', 'bag', 'waterproof', 'nappy', 'bag']",Baby
641,"['pcs', 'family', 'finger', 'puppets', 'cloth', 'doll', 'baby', 'educational', 'hand', 'cartoon', 'animal', 'toy']",Baby
642,"['foldable', 'twin', 'baby', 'double', 'stroller', 'kids', 'jogger', 'travel', 'infant', 'pushchair', 'black']",Baby
643,"['personalised', 'baby', 'shawl', 'blanket', 'wrap', 'christening', 'boy', 'girl', 'white', 'baptism']",Baby
644,"['sika', 'deer', 'flowers', 'birds', 'wall', 'stickers', 'vinyl', 'decal', 'removable', 'kids', 'decor', 'art', 'mural']",Baby
645,"['giraffe', 'monkey', 'tree', 'wall', 'art', 'stickers', 'kids', 'nursery', 'vinyl', 'decal', 'removable', 'xlarge']",Baby
646,"['sricam', 'hd', 'ir', 'night', 'wireless', 'pp', 'home', 'network', 'ip', 'webcam', 'security', 'camera', 'wifi']",Baby
647,"['baby', 'inkless', 'print', 'kit', 'capture', 'babys', 'hand', 'and', 'footprints']",Baby
648,"['love', 'you', 'to', 'moon', 'star', 'wall', 'quote', 'decals', 'stickers', 'decor', 'kids', 'nursery', 'girl', 'art']",Baby
649,"['pc', 'tri', 'fidget', 'hand', 'spinner', 'rainbow', 'finger', 'gyro', 'toy', 'focus', 'adhd', 'autism', 'us', 'usps']",Baby
650,"['newborn', 'infant', 'baby', 'carrier', 'breathable', 'ergonomic', 'adjustable', 'wrap', 'sling', 'backpack']",Baby
651,"['new', 'blue', 'baby', 'crib', 'playpen', 'playard', 'pack', 'travel', 'infant', 'bassinet', 'bed', 'foldable']",Baby
652,"['pcsset', 'baby', 'cute', 'fridge', 'magnet', 'wooden', 'cartoon', 'animal', 'child', 'educational', 'toys']",Baby
653,"['wall', 'stickers', 'custom', 'baby', 'name', 'large', 'vinyl', 'decal', 'decor', 'nursery', 'kid', 'removable']",Baby
654,"['new', 'pcs', 'inserts', 'adjustable', 'reusable', 'lot', 'baby', 'washable', 'cloth', 'diaper', 'nappies']",Baby
655,"['auto', 'window', 'sun', 'shade', 'sock', 'cover', 'baby', 'child', 'uv', 'protector', 'shield', 'for', 'car', 'suv', 'van']",Baby
656,"['üéäplastic', 'clip', 'personalised', 'dummy', 'clip', 'leather', 'suede', 'üéä']",Baby
657,"['intelligence', 'development', 'cloth', 'bed', 'cognize', 'book', 'educational', 'toy', 'for', 'kid', 'baby', 'new']",Baby
658,"['children', 'aqua', 'doodle', 'learning', 'drawing', 'toys', 'painting', 'mat', 'water', 'drawing', 'pen']",Baby
659,"['playroom', 'rules', 'family', 'wall', 'stickers', 'decal', 'removable', 'art', 'vinyl', 'decor', 'home', 'kids']",Baby
660,"['wireless', 'wifi', 'pan', 'tilt', 'baby', 'security', 'ip', 'camera', 'ir', 'night', 'cctv', 'home', 'webcam']",Baby
661,"['chalkboard', 'contact', 'paper', 'ft', 'large', 'blackboard', 'paint', 'sticker', 'wall', 'decal', 'usa']",Baby
662,"['set', 'fruit', 'vegetable', 'cutting', 'kitchen', 'knife', 'fun', 'toy', 'gift', 'tools', 'for', 'baby', 'kids', 'lot']",Baby
663,"['disney', 'princess', 'girls', 'nursery', 'wall', 'stickers', 'art', 'mural', 'kids', 'room', 'decor', 'removable']",Baby
664,"['personalised', 'dummy', 'chain', 'clip', 'boys', 'and', 'girls']",Baby
665,"['waterproof', 'mattress', 'protector', 'baby', 'breathable', 'terry', 'sheet', 'cover', 'cm']",Baby
666,"['north', 'states', 'color', 'superyard', 'babypet', 'gate', 'portable', 'play', 'yard', 'panel']",Baby
667,"['children', 'kids', 'educational', 'toy', 'learning', 'teaching', 'math', 'tool', 'developmental', 'baby', 'toy']",Baby
668,"['walkabout', 'baby', 'ring', 'sling', 'carrier', 'pouch', 'wrap', 'newborn', 'to', 'toddler', 'position', 'black']",Baby
669,"['bird', 'cage', 'tree', 'nursery', 'wall', 'stickers', 'removable', 'vinyl', 'decal', 'kids', 'baby', 'decor', 'art']",Baby
670,"['baby', 'boys', 'pcs', 'tuxedo', 'christening', 'tail', 'suit', 'page', 'boy', 'communion', 'outfit', 'suits']",Baby
671,"['cute', 'cartoon', 'animal', 'doll', 'kids', 'glove', 'hand', 'puppet', 'soft', 'plush', 'toys', 'story', 'telling']",Baby
672,"['lequeen', 'mummy', 'diaper', 'backpack', 'large', 'capacity', 'maternity', 'nappy', 'baby', 'travel', 'bag']",Baby
673,"['pack', 'girls', 'bandana', 'baby', 'bibs', 'dribble', 'bibs']",Baby
674,"['hot', 'wooden', 'toy', 'gift', 'baby', 'kid', 'children', 'intellectual', 'developmental', 'educational']",Baby
675,"['custom', 'personalised', 'name', 'birds', 'butterfly', 'branch', 'wall', 'sticker', 'decal', 'nursery', 'decor']",Baby
676,"['safety', 'harness', 'leash', 'anti', 'lost', 'wrist', 'link', 'traction', 'rope', 'for', 'toddler', 'baby', 'kids']",Baby
677,"['pcs', 'set', 'cute', 'animal', 'infant', 'baby', 'kids', 'hand', 'wrist', 'bell', 'foot', 'sock', 'rattles', 'soft', 'toy']",Baby
678,"['luxury', 'cotton', 'white', 'quilted', 'duvet', 'pillow', 'baby', 'cribcotbed', 'filling']",Baby
679,"['mary', 'meyer', 'wubbanub', 'infant', 'baby', 'soothie', 'pacifier', 'you', 'choose', 'animal']",Baby
680,"['new', 'fisher', 'price', 'swing', 'replacement', 'pad', 'cover', 'cushion', 'cradle', 'swing', 'parts']",Baby
681,"['peter', 'rabbit', 'personalised', 'baby', 'blanket', 'any', 'color', 'date', 'message', 'name', 'boy', 'girl', 'gift']",Baby
682,"['long', 'sleeved', 'baby', 'bodysuit', 'vests', 'coloured', 'fancy', 'dress', 'baby', 'shower']",Baby
683,"['giant', 'family', 'tree', 'wall', 'sticker', 'vinyl', 'art', 'home', 'decals', 'room', 'decor', 'mural', 'branch']",Baby
684,"['pack', 'child', 'safety', 'corner', 'guards', 'table', 'corner', 'protectors', 'clear', 'bumper', 'guards']",Baby
685,"['soft', 'cotton', 'baby', 'infant', 'newborn', 'bath', 'towel', 'washcloth', 'feeding', 'wipe', 'cloth']",Baby
686,"['personalised', 'luxury', 'baby', 'blanket', 'fluffy', 'soft', 'embroidered', 'gift', 'boys', 'girls']",Baby
687,"['pcs', 'baby', 'kids', 'plush', 'cloth', 'play', 'game', 'learn', 'story', 'family', 'finger', 'puppets', 'toys', 'set']",Baby
688,"['numbers', 'animals', 'removable', 'wall', 'sticker', 'nursery', 'baby', 'decor', 'kids', 'decal', 'art', 'mural']",Baby
689,"['personalised', 'baby', 'elephant', 'comforter', 'blankieblanket', 'gift', 'quality', 'gift']",Baby
690,"['washable', 'baby', 'waterproof', 'cloth', 'diaper', 'cover', 'cartoon', 'baby', 'diapers', 'reusable', 'nappy']",Baby
691,"['baby', 'newborn', 'soft', 'fleece', 'blanket', 'pram', 'crib', 'moses', 'basket', 'girl', 'boy', 'unisex', 'month']",Baby
692,"['best', 'quality', 'lebogner', 'luxury', 'car', 'seat', 'back', 'kick', 'mat', 'protectors', 'pack']",Baby
693,"['new', 'adorable', 'infant', 'car', 'seat', 'cover', 'canopy', 'cover', 'fit', 'most', 'seat', 'leopard', 'hotpint']",Baby
694,"['pc', 'girls', 'toddler', 'bedding', 'set', 'comforter', 'sheets', 'childs', 'bed', 'room', 'in', 'bag', 'sheet']",Baby
695,"['soft', 'leather', 'baby', 'shoes', 'pram', 'girls', 'boys', 'months', 'cc']",Baby
696,"['cute', 'animal', 'cartoon', 'baby', 'kids', 'hooded', 'bathrobe', 'toddler', 'boy', 'girls', 'bath', 'towel']",Baby
697,"['kids', 'tooth', 'box', 'organizer', 'baby', 'save', 'milk', 'teeth', 'wood', 'storage', 'box', 'for', 'boygirl']",Baby
698,"['owl', 'hoot', 'star', 'tree', 'wall', 'stickers', 'vinyl', 'decal', 'kids', 'nursery', 'baby', 'room', 'decor', 'art', 'au']",Baby
699,"['personalised', 'baby', 'soft', 'dimple', 'comforter', 'taggy', 'taggie', 'tag', 'blanket', 'boy', 'girl', 'gift']",Baby
700,"['rubberized', 'unique', 'design', 'hard', 'case', 'cover', 'for', 'macbook', 'pro', 'air', 'gifts']",Baby and Toddler Clothing
701,"['newborn', 'baby', 'kids', 'boys', 'girls', 'infant', 'romper', 'jumpsuit', 'bodysuit', 'cotton', 'outfit', 'set']",Baby and Toddler Clothing
702,"['flower', 'girl', 'princess', 'dress', 'kid', 'baby', 'party', 'wedding', 'pageant', 'formal', 'dresses', 'clothes']",Baby and Toddler Clothing
703,"['pc', 'kid', 'girl', 'baby', 'toddler', 'infant', 'flower', 'headband', 'hair', 'bow', 'band', 'hair', 'accessories']",Baby and Toddler Clothing
704,"['toddler', 'kids', 'baby', 'girls', 'tshirt', 'topspantsshortsdress', 'outfits', 'clothes', 'pcs', 'set']",Baby and Toddler Clothing
705,"['newborn', 'infant', 'baby', 'boy', 'girl', 'kids', 'romper', 'jumpsuit', 'cotton', 'bodysuit', 'clothes', 'outfit']",Baby and Toddler Clothing
706,"['flower', 'girls', 'kids', 'toddler', 'baby', 'princess', 'party', 'pageant', 'wedding', 'tulle', 'tutu', 'dresses']",Baby and Toddler Clothing
707,"['newborn', 'infant', 'kid', 'baby', 'boy', 'girl', 'romper', 'bodysuit', 'jumpsuit', 'clothes', 'outfits', 'lots']",Baby and Toddler Clothing
708,"['newborn', 'toddler', 'kids', 'boys', 'clothes', 'shirt', 'tee', 'top', 'denim', 'pants', 'outfits', 'set', 'usa']",Baby and Toddler Clothing
709,"['pcs', 'newborn', 'infant', 'baby', 'girl', 'outfits', 'clothes', 'set', 'romper', 'bodysuitpants', 'leggings']",Baby and Toddler Clothing
710,"['toddler', 'kids', 'baby', 'girls', 'outfits', 'clothes', 'tshirt', 'topspantsshortsskirt', 'pcs', 'set']",Baby and Toddler Clothing
711,"['pcs', 'newborn', 'toddler', 'infant', 'kids', 'baby', 'boy', 'clothes', 'tshirt', 'topspants', 'outfits', 'set']",Baby and Toddler Clothing
712,"['baby', 'clothes', 'toddler', 'boy', 'kids', 'boy', 'clothes', 'pullover', 'top', 'pants', 'outfits', 'cartoon']",Baby and Toddler Clothing
713,"['newborn', 'infant', 'baby', 'girl', 'floral', 'romper', 'bodysuit', 'jumpsuit', 'outfits', 'sunsuit', 'clothes']",Baby and Toddler Clothing
714,"['toddler', 'baby', 'girls', 'kids', 'autumn', 'clothes', 'long', 'sleeve', 'party', 'deer', 'tops', 'tshirt', 'dress']",Baby and Toddler Clothing
715,"['pcs', 'newborn', 'kid', 'baby', 'girl', 'floral', 'clothes', 'jumpsuit', 'romper', 'bodysuit', 'pants', 'outfits']",Baby and Toddler Clothing
716,"['kids', 'girl', 'baby', 'toddler', 'bow', 'headband', 'hair', 'band', 'accessories', 'headwear', 'head', 'wrap']",Baby and Toddler Clothing
717,"['beauty', 'pcs', 'baby', 'girls', 'infant', 'toddler', 'flower', 'bow', 'headband', 'hair', 'band', 'accessories']",Baby and Toddler Clothing
718,"['newborn', 'infant', 'baby', 'girl', 'floral', 'romper', 'jumpsuit', 'bodysuit', 'headband', 'clothes', 'outfit']",Baby and Toddler Clothing
719,"['newborn', 'baby', 'infant', 'boy', 'girl', 'romper', 'hooded', 'jumpsuit', 'bodysuit', 'outfits', 'clothes', 'new']",Baby and Toddler Clothing
720,"['newborn', 'baby', 'infant', 'toddler', 'boy', 'girl', 'snow', 'boots', 'crib', 'shoes', 'prewalker', 'booties', 'lot']",Baby and Toddler Clothing
